0,0,0,0,0,0,0,1.1646,8.9191,0,0,0,0.32465,43.73,31.434,0,0,0,2.0826,0.6037,1.7097,0,0,0,0,0.0049609,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.3112,0,0,0,0,0,0.18395,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.006326,0,0,0,0,0,0.0054936,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012985,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50102,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.044615,0,0,0,0,0,1.597,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.27834,0,0,0,0,0,0.20623,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2608,0,0,0,0,0,0.24085,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.11187,0.0012319,0,0,0,0,3.4914,0.24721,0,0,0,0,1.5362,0.0020643,0,0,0,0,0,0,0,0,0
